X_test_index,quantile,pl_mass_pred,pl_rade_pred,pl_mass,pl_rade,pl_radeerr,pl_mass_pred_recal,pl_rade_pred_recal,mass_q90,radius_q90,mass_q10,radius_q10,p_mass,p_radius
1458,0.1,95.47,11.7630857,317.0,16.940268904533205,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,16.940268904533205
454,0.1,2.39,1.351360634,9.22,1.392595877097086,1.2432178,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,9.22,1.392595877097086
1027,0.1,37.49,7.750334,62.48,8.799658731784463,0.314565,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,62.48,8.799658731784463
1696,0.1,44.37,8.745433,317.0,8.271413498696276,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,8.271413498696276
2010,0.1,83.562,10.27194459416307,88.55,10.299578512411154,0.77843285,0.031189083820662766,,1.0,,0.031189083820662766,,88.55,10.299578512411154
1343,0.1,98.11,11.95149929,124.76,13.073871224560053,0.594068,0.05660377358490566,,1.0,,0.05660377358490566,,124.76,13.073871224560053
579,0.1,42.27,8.72806,94.58,8.271413498696276,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,94.58,8.271413498696276
2352,0.1,0.81,0.949185781,0.85,0.5909161905465476,0.28935423,0.031189083820662766,,0.9473684210526315,,0.031189083820662766,,0.85,0.5909161905465476
23,0.1,5.79,2.2640427992000003,7.07,2.3006148574080054,0.192388,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.07,2.3006148574080054
405,0.1,6.58,2.4387076059000004,6.89,2.309137073439797,0.161931,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,6.89,2.309137073439797
22,0.1,5.934000000000001,2.3171,7.42,2.38510804477139,0.183373,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.42,2.38510804477139
748,0.1,44.37,9.39506,86.69,8.271413498696276,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,86.69,8.271413498696276
2226,0.1,2.09,1.246547836,4.13,0.8117727525645206,0.81836313,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,4.13,0.8117727525645206
1515,0.1,58.985,9.02158,81.5,9.990642138652918,0.594871,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,81.5,9.990642138652918
402,0.1,82.55,10.8261,121.01,13.304157515419767,0.21154155,0.031189083820662766,,1.0,,0.031189083820662766,,121.01,13.304157515419767
1341,0.1,10.31,3.20531,15.1,3.674244867550163,0.250903,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,15.1,3.674244867550163
232,0.1,57.35600000000002,8.82245,97.14,11.427477805438272,0.3915262,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,97.14,11.427477805438272
1325,0.1,39.06,7.30242,53.17,7.760754704405964,0.469162,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,53.17,7.760754704405964
98,0.1,7.46,2.432614,21.42,2.2137679045332046,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,21.42,2.2137679045332046
2291,0.1,12.34,3.543810817,13.85,1.0837724152407675,2.113839,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,13.85,1.0837724152407675
913,0.1,2.94,1.53671,4.87,0.7782974082539054,0.9935112,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,4.87,0.7782974082539054
581,0.1,13.574000000000002,3.74263,20.92,3.745731257475682,0.972297,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,20.92,3.745731257475682
1773,0.1,57.81,8.807786000000002,76.12,9.36352754937998,0.75834155,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,76.12,9.36352754937998
1032,0.1,24.82,5.3518665465,49.42,5.533515888133583,1.30585,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,49.42,5.533515888133583
2346,0.1,34.854,6.85813,44.1,5.500998904533205,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,44.1,5.500998904533205
1485,0.1,50.58900000000001,8.127544226700001,92.16,11.031376826222484,0.41685495,0.031189083820662766,,1.0,,0.031189083820662766,,92.16,11.031376826222484
2402,0.1,6.06,2.3338022869,8.25,2.5579212623346,0.190838,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,8.25,2.5579212623346
2199,0.1,30.04,6.22936,69.0,9.050823278972496,0.528396,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,69.0,9.050823278972496
1762,0.1,98.25100000000002,10.27194459416307,116.87,12.373105800794406,0.72298074,0.05660377358490566,,1.0,,0.05660377358490566,,116.87,12.373105800794406
1000,0.1,7.415000000000002,3.28324,15.57,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,15.57,8.271413498696276
1758,0.1,59.24,8.93102,85.72,10.060562144587363,0.788839,0.031189083820662766,,1.0,,0.031189083820662766,,85.72,10.060562144587363
1427,0.1,68.16,9.68176,120.52,12.480804927117289,0.802617,0.031189083820662766,,1.0,,0.031189083820662766,,120.52,12.480804927117289
1108,0.1,7.52,2.23876,12.48,8.271413498696276,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,12.48,8.271413498696276
2063,0.1,13.646,3.7675839288000006,15.58,2.085638904533205,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,15.58,2.085638904533205
1440,0.1,2.123,1.273155384,3.55,1.5212160621865725,0.139896,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,3.55,1.5212160621865725
1914,0.1,3.45,1.674180322,6.71,2.252575222319832,0.169002,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,6.71,2.252575222319832
897,0.1,88.06,11.1189,317.0,13.692740775461258,0.656282,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,13.692740775461258
1188,0.1,38.14,7.3626,317.0,12.463322560316993,2.45677,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,12.463322560316993
841,0.1,85.49600000000002,11.07659,317.0,11.863481596773685,9.66611,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,11.863481596773685
1077,0.1,16.05,4.128842000000001,24.64,4.591960781317428,0.574709,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,24.64,4.591960781317428
248,0.1,30.91,4.087988019,317.0,2.15053011656572,3.470252,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,317.0,2.15053011656572
868,0.1,2.86,1.499704002,3.25,0.8173601110996187,0.6245401,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,3.25,0.8173601110996187
2115,0.1,37.61,6.82171,53.46,7.679456787971446,0.567744,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,53.46,7.679456787971446
333,0.1,19.42,4.6057009396,46.67,7.178955049820769,0.44668624,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,46.67,7.178955049820769
124,0.1,4.373,1.93226,9.53,2.773950002685845,0.21149072,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,9.53,2.773950002685845
1581,0.1,58.97,8.90314,93.71,9.685068904533209,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,93.71,9.685068904533209
2147,0.1,98.33,11.760510516,317.0,15.95644001193478,0.875392,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,15.95644001193478
2357,0.1,0.36,0.757588,0.63,0.2853358385368835,0.46845463,0.0,,0.9473684210526315,,0.0,,0.63,0.2853358385368835
195,0.1,94.11200000000004,11.8344,113.76,12.319325755923089,0.60228205,0.031189083820662766,,1.0,,0.031189083820662766,,113.76,12.319325755923089
10,0.1,65.06,9.57594,113.71,9.86734794462633,2.512208,0.031189083820662766,,1.0,,0.031189083820662766,,113.71,9.86734794462633
27,0.1,27.63,5.66309,29.49,4.91561919300675,0.7808294,0.031189083820662766,,1.0,,0.031189083820662766,,29.49,4.91561919300675
1160,0.1,1.93,1.210733876,4.08,0.5758485217361862,0.9920949,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,4.08,0.5758485217361862
676,0.1,4.373,1.93226,7.35,0.9049946787625152,1.333298,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.35,0.9049946787625152
1573,0.1,25.42,5.480026583,23.45,3.162708904533205,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,23.45,3.162708904533205
715,0.1,18.72,4.529208991,31.64,5.453188136882971,0.5571844,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,31.64,5.453188136882971
1051,0.1,48.31400000000001,7.909917000000001,57.12,8.047729210501974,0.52282,0.031189083820662766,,1.0,,0.031189083820662766,,57.12,8.047729210501974
1648,0.1,30.87,6.83767,49.35,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,49.35,8.271413498696276
618,0.1,30.145000000000003,6.358202,28.62,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,28.62,8.271413498696276
1414,0.1,74.51,10.27194459416307,127.84,12.708581285833349,1.01956,0.031189083820662766,,1.0,,0.031189083820662766,,127.84,12.708581285833349
1240,0.1,317.0,14.210823391,317.0,17.964581052353427,0.849766,1.0,,1.0,,1.0,,317.0,17.964581052353427
529,0.1,17.63,4.06597,22.39,4.058180042897032,0.765135,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,22.39,4.058180042897032
2329,0.1,0.87,0.970576265,0.86,-1.2405969237198586,1.7210847,0.031189083820662766,,0.9473684210526315,,0.031189083820662766,,0.86,-1.2405969237198586
2123,0.1,11.37,3.4295888178,38.98,6.223555935249005,0.58439887,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,38.98,6.223555935249005
289,0.1,13.41,2.841179901,27.51,2.2430595066555714,0.975823,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,27.51,2.2430595066555714
563,0.1,73.4,10.1564,317.0,-6.647067636261944,17.639652,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,-6.647067636261944
1794,0.1,86.64,11.03588,115.83,12.45139463507988,0.56908,0.031189083820662766,,1.0,,0.031189083820662766,,115.83,12.45139463507988
276,0.1,317.0,10.27194459416307,317.0,20.90888568477521,0.876995,1.0,,1.0,,1.0,,317.0,20.90888568477521
1315,0.1,7.79,2.84674,9.4,2.782957652161281,0.181048,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,9.4,2.782957652161281
1712,0.1,51.909000000000006,8.32531,54.02,6.434248904533205,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,54.02,6.434248904533205
2124,0.1,90.34,11.4232,106.94,11.666369926813138,0.7464507,0.031189083820662766,,1.0,,0.031189083820662766,,106.94,11.666369926813138
1117,0.1,3.68,1.733849,6.18,2.128173258041181,0.177899,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,6.18,2.128173258041181
596,0.1,68.82,9.73924,114.89,12.05351356359594,0.853252,0.031189083820662766,,1.0,,0.031189083820662766,,114.89,12.05351356359594
162,0.1,69.61,9.95177,55.52,6.596928904533205,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,55.52,6.596928904533205
2113,0.1,5.89,2.30057,6.84,0.0233293410108013,1.9360542,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,6.84,0.0233293410108013
602,0.1,8.948000000000002,3.00633,44.36,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,44.36,8.271413498696276
927,0.1,48.096,7.88895,111.37,10.507749881681448,1.89571,0.031189083820662766,,1.0,,0.031189083820662766,,111.37,10.507749881681448
2145,0.1,34.98,7.552442000000002,93.8,4.59600317440948,5.5325575,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,93.8,4.59600317440948
2136,0.1,19.271,4.6245583272,28.01,4.551538405484628,0.9270195,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,28.01,4.551538405484628
1029,0.1,7.631000000000002,3.19978,10.87,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,10.87,8.271413498696276
716,0.1,96.61,11.9045,317.0,40.56616239915468,6.71322,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,40.56616239915468
1003,0.1,105.151,12.50184,317.0,14.50255071113826,0.737738,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,14.50255071113826
1049,0.1,68.55,9.54526,317.0,15.143848563364497,7.63992,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,15.143848563364497
1982,0.1,55.46,8.59148,98.19,10.835202731480033,0.9131838,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,98.19,10.835202731480033
1681,0.1,2.5820000000000003,1.4475310804,5.4,2.034330205736308,0.11227,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,5.4,2.034330205736308
245,0.1,317.0,15.27008924,317.0,17.226017380779002,0.986603,1.0,,1.0,,1.0,,317.0,17.226017380779002
39,0.1,317.0,14.306920520000002,317.0,29.1893809360935,4.8527308,1.0,,1.0,,1.0,,317.0,29.1893809360935
2098,0.1,14.53,4.029794836,27.44,4.176514767582355,1.1660464,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,27.44,4.176514767582355
820,0.1,131.41,10.27194459416307,317.0,15.7847308494813,0.982769,0.1,,1.0,,0.1,,317.0,15.7847308494813
2078,0.1,18.37,4.435746000000001,30.33,5.544794812380246,0.358546,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,30.33,5.544794812380246
701,0.1,12.83,3.74642,21.07,4.26277945937855,0.467902,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,21.07,4.26277945937855
1946,0.1,42.13,7.2854,63.99,8.753022896323225,0.457334,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,63.99,8.753022896323225
1317,0.1,63.70200000000001,10.27194459416307,47.76,8.271413498696276,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,47.76,8.271413498696276
1592,0.1,60.35,9.02158,86.26,10.219923658028105,0.72465,0.031189083820662766,,1.0,,0.031189083820662766,,86.26,10.219923658028105
1495,0.1,52.67700000000001,8.3319961939,82.12,9.924519739101951,0.662931,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,82.12,9.924519739101951
37,0.1,1.95,1.20704,4.65,1.8904278894413444,0.0837751,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,4.65,1.8904278894413444
252,0.1,25.42,5.422034963,32.26,5.663047631995252,0.44785166,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,32.26,5.663047631995252
487,0.1,9.398,3.0191418577,12.67,-3.144700525427707,4.9658775,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,12.67,-3.144700525427707
852,0.1,19.99,5.373045155,317.0,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,317.0,8.271413498696276
1859,0.1,82.77,10.85743708,100.78,11.30386191686057,0.685761,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,100.78,11.30386191686057
721,0.1,4.23,2.96097,7.11,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.11,8.271413498696276
137,0.1,86.71900000000001,11.0608,104.2,11.435211213427657,0.7775041,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,104.2,11.435211213427657
896,0.1,9.123,2.96097,15.39,3.5929066275019306,0.236466,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,15.39,3.5929066275019306
1459,0.1,11.7,3.434812726,25.19,4.194296481411024,0.951451,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,25.19,4.194296481411024
1790,0.1,33.08,7.382565,72.49,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,72.49,8.271413498696276
936,0.1,35.95,6.64236,12.72,2.9095612445148524,0.54465497,0.031189083820662766,,1.0,,0.031189083820662766,,12.72,2.9095612445148524
2050,0.1,102.13100000000004,11.63513,317.0,13.547954586433692,1.28426,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,13.547954586433692
480,0.1,3.02,1.578113586,5.07,1.8425388968293288,0.20089346,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,5.07,1.8425388968293288
2317,0.1,42.13,7.2854,74.91,9.52564681373691,0.560612,0.031189083820662766,,1.0,,0.031189083820662766,,74.91,9.52564681373691
1358,0.1,68.934,9.751201,317.0,0.599933381439719,13.428784,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,0.599933381439719
781,0.1,4.75,2.02143,5.8,1.1901131872396735,0.84500456,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,5.8,1.1901131872396735
1560,0.1,110.01,12.743901728,128.6,13.072716182223123,0.7781713,0.05660377358490566,,1.0,,0.05660377358490566,,128.6,13.072716182223123
720,0.1,50.294,8.78597,119.29,8.271413498696276,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,119.29,8.271413498696276
2083,0.1,8.99,2.93924,11.23,3.070312978350725,0.226598,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,11.23,3.070312978350725
422,0.1,73.4,10.09261891,110.17,12.039200085044277,0.62924635,0.031189083820662766,,1.0,,0.031189083820662766,,110.17,12.039200085044277
501,0.1,68.66,9.6836020752,77.93,9.501150007950375,0.7627535,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,77.93,9.501150007950375
1674,0.1,97.84,10.27194459416307,90.98,8.271413498696276,1.5610227081394588,0.05660377358490566,,1.0,,0.05660377358490566,,90.98,8.271413498696276
900,0.1,34.34,6.47219,54.56,7.818588504181275,0.518841,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,54.56,7.818588504181275
379,0.1,2.83,1.48867,2.74,0.2929271879682777,0.944963,0.031189083820662766,,0.9473684210526315,,0.031189083820662766,,2.74,0.2929271879682777
610,0.1,96.61,11.9045,317.0,21.752368904533206,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,21.752368904533206
1287,0.1,66.366,10.17338,87.67,9.27142186628628,1.5134789,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,87.67,9.27142186628628
2427,0.1,317.0,14.18483905,317.0,19.543459724839536,1.7183065,1.0,,1.0,,1.0,,317.0,19.543459724839536
1500,0.1,317.0,14.91382302,317.0,16.640515719871217,0.8672725,1.0,,1.0,,1.0,,317.0,16.640515719871217
682,0.1,6.18,2.43432,20.32,4.331405899727152,0.32911924,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,20.32,4.331405899727152
1103,0.1,3.54,1.70003496,10.49,2.9393518533247622,0.21665,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,10.49,2.9393518533247622
2273,0.1,87.57,11.2128,317.0,13.834602167315506,1.07674,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,13.834602167315506
997,0.1,60.46,9.02881,95.12,11.048773628067313,0.65532,0.031189083820662766,,1.0,,0.031189083820662766,,95.12,11.048773628067313
1248,0.1,100.309,12.04883,317.0,25.23496693667091,1.24227,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,25.23496693667091
569,0.1,19.42,4.58274,40.09,6.359662044937847,0.564923,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,40.09,6.359662044937847
390,0.1,2.21,1.312234294,5.22,1.987952919088522,0.10949,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,5.22,1.987952919088522
1302,0.1,10.1,3.25485,14.24,3.488376593617786,0.281552,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,14.24,3.488376593617786
861,0.1,4.479000000000002,1.974883716,7.37,2.42014971794399,0.153369,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.37,2.42014971794399
1151,0.1,2.3190000000000004,1.393219042,4.59,-0.6042859778029108,2.0170252,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,4.59,-0.6042859778029108
1387,0.1,11.37,3.41784,15.67,3.9642372202723326,1.29107,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,15.67,3.9642372202723326
1386,0.1,3.03,1.553134989,5.72,2.0437813198123567,0.158627,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,5.72,2.0437813198123567
149,0.1,116.81,11.721167200000004,317.0,26.114271253085946,8.26001,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,26.114271253085946
107,0.1,2.83,1.499704002,3.09,1.4204221882757957,0.123934,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,3.09,1.4204221882757957
2270,0.1,47.31,7.38532555,111.18,12.238942265024026,0.600255,0.031189083820662766,,1.0,,0.031189083820662766,,111.18,12.238942265024026
384,0.1,30.91,5.657227,51.79,5.479575810289894,1.406418,0.031189083820662766,,1.0,,0.031189083820662766,,51.79,5.479575810289894
1625,0.1,25.93,5.78741,55.0,4.701907000857368,2.9922256,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,55.0,4.701907000857368
1301,0.1,1.35,1.097286737,5.65,1.440698372613379,0.616582,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,5.65,1.440698372613379
1,0.1,116.14,13.05829275,317.0,14.58381373405106,0.691963,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,14.58381373405106
2250,0.1,317.0,16.6319,317.0,20.544572054795644,0.644475,1.0,,1.0,,1.0,,317.0,20.544572054795644
76,0.1,74.51,10.2185,94.92,11.072781160299805,0.5424184,0.031189083820662766,,1.0,,0.031189083820662766,,94.92,11.072781160299805
667,0.1,116.99,12.981503302,317.0,14.78004980908004,0.8602182,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,14.78004980908004
1549,0.1,76.73,10.3670919,317.0,11.899548028540265,2.0986593,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,11.899548028540265
616,0.1,14.48,3.91968,29.45,3.943072770916489,1.5360428,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,29.45,3.943072770916489
2129,0.1,51.37,8.64837,92.86,10.669085536232302,0.753551,0.031189083820662766,,1.0,,0.031189083820662766,,92.86,10.669085536232302
1407,0.1,2.68,1.445415407,5.36,1.4725534698298128,0.5446732,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,5.36,1.4725534698298128
1373,0.1,4.72,1.989524396,4.91,1.862742050340721,0.16522,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,4.91,1.862742050340721
1919,0.1,58.97,8.832701000000002,317.0,-2.9967980162297216,15.51775,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,-2.9967980162297216
2126,0.1,32.93,6.27906,35.45,5.6584713986155,0.72927785,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,35.45,5.6584713986155
1150,0.1,5.86,2.288171102,9.04,2.744398889686545,0.167618,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,9.04,2.744398889686545
446,0.1,7.869000000000001,2.725100613,19.05,2.793722814485223,1.48288,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,19.05,2.793722814485223
1147,0.1,5.68,2.25345,8.08,2.5383574610468216,0.182718,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,8.08,2.5383574610468216
1507,0.1,2.889,1.514836914,3.71,-0.3399746571666688,1.6286867,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,3.71,-0.3399746571666688
2048,0.1,3.9,1.79105,7.0,2.2312223400829008,0.2395857,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.0,2.2312223400829008
2267,0.1,68.515,9.95177,97.15,10.69922696707682,0.962172,0.031189083820662766,,1.0,,0.031189083820662766,,97.15,10.69922696707682
1702,0.1,83.89,10.8015,317.0,17.213768904533207,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,17.213768904533207
486,0.1,1.95,1.20704,4.03,1.6931038454500682,0.116988,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,4.03,1.6931038454500682
2307,0.1,317.0,14.18483905,317.0,16.34518191839629,1.0699655,1.0,,1.0,,1.0,,317.0,16.34518191839629
391,0.1,105.27,12.5164,317.0,14.89823499013344,5.31915,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,14.89823499013344
1259,0.1,317.0,16.18922,317.0,19.07502530867444,0.98964,1.0,,1.0,,1.0,,317.0,19.07502530867444
986,0.1,9.2,3.22711,30.75,3.663417043515922,1.88336,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,30.75,3.663417043515922
597,0.1,30.39,7.23871,26.06,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,26.06,8.271413498696276
2069,0.1,41.69,7.4832589033,65.62,8.533798150252306,0.749546,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,65.62,8.533798150252306
1976,0.1,59.877,8.96336,80.35,8.710168904533205,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,80.35,8.710168904533205
829,0.1,69.11,9.7546,317.0,11.090279890656948,5.76818,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,11.090279890656948
1082,0.1,10.52,3.2859388,16.51,3.864485897348587,0.272462,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,16.51,3.864485897348587
1867,0.1,64.57,9.21314,96.4,11.336305608388908,0.42105705,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,96.4,11.336305608388908
1735,0.1,9.13,3.05136,16.34,3.66518866085525,0.392416,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,16.34,3.66518866085525
1957,0.1,108.43,11.4232,317.0,12.485288735898353,1.4737438,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,12.485288735898353
322,0.1,65.27000000000002,9.21314,94.77,11.090287016994589,0.5201643,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,94.77,11.090287016994589
1444,0.1,49.051000000000016,8.72806,55.81,7.284540444772749,1.0350502,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,55.81,7.284540444772749
619,0.1,94.26,11.0372,317.0,-17.43016025266555,46.48904,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,-17.43016025266555
264,0.1,2.83,1.501448,8.34,1.736660447520631,0.841036,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,8.34,1.736660447520631
1559,0.1,56.48,8.8779,80.77,9.925532042322391,0.6056152,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,80.77,9.925532042322391
2153,0.1,68.82,9.716056,112.25,7.629118130610548,4.17196,0.031189083820662766,,1.0,,0.031189083820662766,,112.25,7.629118130610548
831,0.1,317.0,10.27194459416307,317.0,8.271413498696276,1.5610227081394588,1.0,,1.0,,1.0,,317.0,8.271413498696276
2343,0.1,77.82,10.27194459416307,89.18,10.43861050360512,0.688064,0.031189083820662766,,1.0,,0.031189083820662766,,89.18,10.43861050360512
1782,0.1,35.89,7.022319,73.04,8.994464172471918,0.857036,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,73.04,8.994464172471918
1960,0.1,83.59,10.9219,317.0,15.220400856135011,1.2394345,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,15.220400856135011
971,0.1,0.92,0.97952,2.27,1.118737120252003,0.145092,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,2.27,1.118737120252003
1076,0.1,8.53,2.8333468096000005,13.43,3.415233282009816,0.233363,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,13.43,3.415233282009816
398,0.1,3.44,1.686631414,20.17,2.8665462394455816,1.44458,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,20.17,2.8665462394455816
440,0.1,2.12,1.312234294,2.58,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,2.58,8.271413498696276
117,0.1,99.39,11.437085683,99.04,11.470054842741396,0.4648629,0.05660377358490566,,1.0,,0.05660377358490566,,99.04,11.470054842741396
